FunctionalArea,RoleID,RoleName,Lvl,CourseNo,LMSCode,CourseTitle,DeliveryMethod,CourseID,DurationHours,DurationLonghand
Receive to Distribute,RD.02,RD Property Control User,1,123,LMS-1920,Umoja Logistics Overview (Non-Peacekeeping),CBT,SC123,2,2 hours
Receive to Distribute,RD.02,RD Property Control User,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Receive to Distribute,RD.02,RD Property Control User,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Receive to Distribute,RD.02,RD Property Control User,3,351,LMS-1939,Umoja Inventory Counting and Controlling,ILT,SC351,7,1 day
Receive to Distribute,RD.03,RD Master Data Maintainer,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Receive to Distribute,RD.03,RD Master Data Maintainer,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Receive to Distribute,RD.03,RD Master Data Maintainer,1,123,LMS-1920,Umoja Logistics Overview (Non-Peacekeeping),CBT,SC123,2,2 hours
Receive to Distribute,RD.03,RD Master Data Maintainer,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Receive to Distribute,RD.03,RD Master Data Maintainer,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Receive to Distribute,RD.04,RD Inventory User,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Receive to Distribute,RD.04,RD Inventory User,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Receive to Distribute,RD.04,RD Inventory User,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Receive to Distribute,RD.04,RD Inventory User,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Receive to Distribute,RD.04,RD Inventory User,3,339,LMS-1935,Umoja Local Inventory Goods Movement,ILT,SC339,2,2 hours
Receive to Distribute,RD.04,RD Inventory User,3,351,LMS-1939,Umoja Inventory Counting and Controlling,ILT,SC351,7,1 day
Receive to Distribute,RD.05,RD Inventory Senior User,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Receive to Distribute,RD.05,RD Inventory Senior User,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Receive to Distribute,RD.05,RD Inventory Senior User,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Receive to Distribute,RD.05,RD Inventory Senior User,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Receive to Distribute,RD.05,RD Inventory Senior User,3,339,LMS-1935,Umoja Local Inventory Goods Movement,ILT,SC339,2,2 hours
Receive to Distribute,RD.05,RD Inventory Senior User,3,351,LMS-1939,Umoja Inventory Counting and Controlling,ILT,SC351,7,1 day
Receive to Distribute,RD.06,RD Logistics User,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Receive to Distribute,RD.06,RD Logistics User,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Receive to Distribute,RD.06,RD Logistics User,1,123,LMS-1920,Umoja Logistics Overview (Non-Peacekeeping),CBT,SC123,2,2 hours
Receive to Distribute,RD.06,RD Logistics User,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Receive to Distribute,RD.06,RD Logistics User,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Receive to Distribute,RD.07,RD Receiving User,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Receive to Distribute,RD.07,RD Receiving User,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Receive to Distribute,RD.07,RD Receiving User,1,123,LMS-1920,Umoja Logistics Overview (Non-Peacekeeping),CBT,SC123,2,2 hours
Receive to Distribute,RD.07,RD Receiving User,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Receive to Distribute,RD.07,RD Receiving User,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Receive to Distribute,RD.07,RD Receiving User,3,350,LMS-1938,Umoja Inbound Goods Process (Non-Peacekeeping),ILT,SC350,28,4 days
Receive to Distribute,RD.08,RD Virtual Direct Receiving User,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Receive to Distribute,RD.08,RD Virtual Direct Receiving User,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Receive to Distribute,RD.08,RD Virtual Direct Receiving User,1,123,LMS-1920,Umoja Logistics Overview (Non-Peacekeeping),CBT,SC123,2,2 hours
Receive to Distribute,RD.08,RD Virtual Direct Receiving User,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Receive to Distribute,RD.08,RD Virtual Direct Receiving User,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Receive to Distribute,RD.08,RD Virtual Direct Receiving User,3,350,LMS-1938,Umoja Inbound Goods Process (Non-Peacekeeping),ILT,SC350,28,4 days
Receive to Distribute,RD.09,RD Inspection User (Job Aid),1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Receive to Distribute,RD.09,RD Inspection User (Job Aid),1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Receive to Distribute,RD.09,RD Inspection User (Job Aid),1,123,LMS-1920,Umoja Logistics Overview (Non-Peacekeeping),CBT,SC123,2,2 hours
Receive to Distribute,RD.09,RD Inspection User (Job Aid),2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Receive to Distribute,RD.09,RD Inspection User (Job Aid),2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Receive to Distribute,RD.10,RD Warehouse User,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Receive to Distribute,RD.10,RD Warehouse User,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Receive to Distribute,RD.10,RD Warehouse User,1,123,LMS-1920,Umoja Logistics Overview (Non-Peacekeeping),CBT,SC123,2,2 hours
Receive to Distribute,RD.10,RD Warehouse User,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Receive to Distribute,RD.10,RD Warehouse User,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Receive to Distribute,RD.10,RD Warehouse User,3,339,LMS-1935,Umoja Local Inventory Goods Movement,ILT,SC339,2,2 hours
Receive to Distribute,RD.10,RD Warehouse User,3,340,LMS-2165,Umoja Warehouse Management,ILT,SC340,4,4 hours
Receive to Distribute,RD.10,RD Warehouse User,3,351,LMS-1939,Umoja Inventory Counting and Controlling,ILT,SC351,7,1 day
Receive to Distribute,RD.11,RD Warehouse Senior User (Manager),1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Receive to Distribute,RD.11,RD Warehouse Senior User (Manager),1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Receive to Distribute,RD.11,RD Warehouse Senior User (Manager),1,123,LMS-1920,Umoja Logistics Overview (Non-Peacekeeping),CBT,SC123,2,2 hours
Receive to Distribute,RD.11,RD Warehouse Senior User (Manager),2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Receive to Distribute,RD.11,RD Warehouse Senior User (Manager),2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Receive to Distribute,RD.11,RD Warehouse Senior User (Manager),3,339,LMS-1935,Umoja Local Inventory Goods Movement,ILT,SC339,2,2 hours
Receive to Distribute,RD.11,RD Warehouse Senior User (Manager),3,340,LMS-2165,Umoja Warehouse Management,ILT,SC340,4,4 hours
Receive to Distribute,RD.11,RD Warehouse Senior User (Manager),3,351,LMS-1939,Umoja Inventory Counting and Controlling,ILT,SC351,7,1 day
Real Estate,RE.01,RE Facilities Planner,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Real Estate,RE.01,RE Facilities Planner,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Real Estate,RE.01,RE Facilities Planner,1,109,LMS-1326,Umoja Real Estate Management Overview,CBT,CS109,2,2 hours
Real Estate,RE.01,RE Facilities Planner,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Real Estate,RE.01,RE Facilities Planner,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Real Estate,RE.01,RE Facilities Planner,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Real Estate,RE.01,RE Facilities Planner,3,325,LMS-1568,Umoja Real Estate Portfolio Management,ILT,CS325,14,2 days
Real Estate,RE.02,RE Facilities Approver,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Real Estate,RE.02,RE Facilities Approver,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Real Estate,RE.02,RE Facilities Approver,1,109,LMS-1326,Umoja Real Estate Management Overview,CBT,CS109,2,2 hours
Real Estate,RE.02,RE Facilities Approver,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Real Estate,RE.02,RE Facilities Approver,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Real Estate,RE.02,RE Facilities Approver,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Real Estate,RE.02,RE Facilities Approver,3,325,LMS-1568,Umoja Real Estate Portfolio Management,ILT,CS325,14,2 days
Real Estate,RE.03,RE Lease Processor,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Real Estate,RE.03,RE Lease Processor,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Real Estate,RE.03,RE Lease Processor,1,109,LMS-1326,Umoja Real Estate Management Overview,CBT,CS109,2,2 hours
Real Estate,RE.03,RE Lease Processor,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Real Estate,RE.03,RE Lease Processor,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Real Estate,RE.03,RE Lease Processor,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Real Estate,RE.03,RE Lease Processor,3,324,LMS-1569,Umoja Lease Administration Process,ILT,CS324,14,2 days
Real Estate,RE.04,RE Lease Contract Approver,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Real Estate,RE.04,RE Lease Contract Approver,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Real Estate,RE.04,RE Lease Contract Approver,1,109,LMS-1326,Umoja Real Estate Management Overview,CBT,CS109,2,2 hours
Real Estate,RE.04,RE Lease Contract Approver,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Real Estate,RE.04,RE Lease Contract Approver,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Real Estate,RE.04,RE Lease Contract Approver,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Real Estate,RE.04,RE Lease Contract Approver,3,324,LMS-1569,Umoja Lease Administration Process,ILT,CS324,14,2 days
Source to Acquire,SA.01a,SA Requisitioner (Shopping Carts - goods/services excluding HR),1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Source to Acquire,SA.01a,SA Requisitioner (Shopping Carts - goods/services excluding HR),1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Source to Acquire,SA.01a,SA Requisitioner (Shopping Carts - goods/services excluding HR),1,104,LMS-1338,Umoja Funds Management Overview,CBT,FI104,2,2 hours
Source to Acquire,SA.01a,SA Requisitioner (Shopping Carts - goods/services excluding HR),1,110,LMS-1344,Umoja Requisitioning Overview,CBT,SC110,2,2 hours
Source to Acquire,SA.01a,SA Requisitioner (Shopping Carts - goods/services excluding HR),1,111,LMS-1345,Umoja Procurement Overview,CBT,SC111,2,2 hours
Source to Acquire,SA.01a,SA Requisitioner (Shopping Carts - goods/services excluding HR),1,126,LMS-1929,Umoja Material Master Overview,CBT,MD126,2,2 hours
Source to Acquire,SA.01a,SA Requisitioner (Shopping Carts - goods/services excluding HR),2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Source to Acquire,SA.01a,SA Requisitioner (Shopping Carts - goods/services excluding HR),2,202,LMS-1355,Umoja SRM Navigation,CBT,NV202,2,2 hours
Source to Acquire,SA.01a,SA Requisitioner (Shopping Carts - goods/services excluding HR),2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Source to Acquire,SA.01a,SA Requisitioner (Shopping Carts - goods/services excluding HR),2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Source to Acquire,SA.01a,SA Requisitioner (Shopping Carts - goods/services excluding HR),3,318,LMS-1320,Umoja Requisitioning,ILT,SC318,21,3 days
Source to Acquire,SA.01a,SA Requisitioner (Shopping Carts - goods/services excluding HR),3,342,LMS-1570,Umoja Service Receipt Process,CBT,SC342,3.5,.5 day
Source to Acquire,SA.01b,SA Requisitioner (Shopping Carts - HR for ICs/Consultants only),1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Source to Acquire,SA.01b,SA Requisitioner (Shopping Carts - HR for ICs/Consultants only),1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Source to Acquire,SA.01b,SA Requisitioner (Shopping Carts - HR for ICs/Consultants only),1,121,LMS-1443,Umoja Requesting and Managing Services for Consultant and ICs Overview,CBT,SC121,2,2 hours
Source to Acquire,SA.01b,SA Requisitioner (Shopping Carts - HR for ICs/Consultants only),2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Source to Acquire,SA.01b,SA Requisitioner (Shopping Carts - HR for ICs/Consultants only),2,202,LMS-1355,Umoja SRM Navigation,CBT,NV202,2,2 hours
Source to Acquire,SA.01b,SA Requisitioner (Shopping Carts - HR for ICs/Consultants only),2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Source to Acquire,SA.01b,SA Requisitioner (Shopping Carts - HR for ICs/Consultants only),2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Source to Acquire,SA.01b,SA Requisitioner (Shopping Carts - HR for ICs/Consultants only),3,341,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ILT,SC341,10.5,1.5 days
Source to Acquire,SA.01b,SA Requisitioner (Shopping Carts - HR for ICs/Consultants only),3,342,LMS-1570,Umoja Service Receipt Process,CBT,SC342,3.5,.5 day
Source to Acquire,SA.02,SA Requisitioner - Direct Procurement,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Source to Acquire,SA.02,SA Requisitioner - Direct Procurement,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Source to Acquire,SA.02,SA Requisitioner - Direct Procurement,1,104,LMS-1338,Umoja Funds Management Overview,CBT,FI104,2,2 hours
Source to Acquire,SA.02,SA Requisitioner - Direct Procurement,1,110,LMS-1344,Umoja Requisitioning Overview,CBT,SC110,2,2 hours
Source to Acquire,SA.02,SA Requisitioner - Direct Procurement,1,111,LMS-1345,Umoja Procurement Overview,CBT,SC111,2,2 hours
Source to Acquire,SA.02,SA Requisitioner - Direct Procurement,1,126,LMS-1929,Umoja Material Master Overview,CBT,MD126,2,2 hours
Source to Acquire,SA.02,SA Requisitioner - Direct Procurement,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Source to Acquire,SA.02,SA Requisitioner - Direct Procurement,2,202,LMS-1355,Umoja SRM Navigation,CBT,NV202,2,2 hours
Source to Acquire,SA.02,SA Requisitioner - Direct Procurement,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Source to Acquire,SA.02,SA Requisitioner - Direct Procurement,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Source to Acquire,SA.02,SA Requisitioner - Direct Procurement,3,318,LMS-1320,Umoja Requisitioning,ILT,SC318,21,3 days
Source to Acquire,SA.02,SA Requisitioner - Direct Procurement,3,342,LMS-1570,Umoja Service Receipt Process,CBT,SC342,3.5,.5 day
Source to Acquire,SA.03,SA Buyer,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Source to Acquire,SA.03,SA Buyer,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Source to Acquire,SA.03,SA Buyer,1,110,LMS-1344,Umoja Requisitioning Overview,CBT,SC110,2,2 hours
Source to Acquire,SA.03,SA Buyer,1,111,LMS-1345,Umoja Procurement Overview,CBT,SC111,2,2 hours
Source to Acquire,SA.03,SA Buyer,1,126,LMS-1929,Umoja Material Master Overview,CBT,MD126,2,2 hours
Source to Acquire,SA.03,SA Buyer,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Source to Acquire,SA.03,SA Buyer,2,202,LMS-1355,Umoja SRM Navigation,CBT,NV202,2,2 hours
Source to Acquire,SA.03,SA Buyer,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Source to Acquire,SA.03,SA Buyer,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Source to Acquire,SA.03,SA Buyer,3,319,LMS-1325,Umoja Solicitations,ILT,SC319,21,3 days
Source to Acquire,SA.03,SA Buyer,3,328,LMS-1328,Umoja Contract and PO Creation,ILT,SC328,21,3 days
Source to Acquire,SA.06,SA Buyer Supervisor,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Source to Acquire,SA.06,SA Buyer Supervisor,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Source to Acquire,SA.06,SA Buyer Supervisor,1,110,LMS-1344,Umoja Requisitioning Overview,CBT,SC110,2,2 hours
Source to Acquire,SA.06,SA Buyer Supervisor,1,111,LMS-1345,Umoja Procurement Overview,CBT,SC111,2,2 hours
Source to Acquire,SA.06,SA Buyer Supervisor,1,126,LMS-1929,Umoja Material Master Overview,CBT,MD126,2,2 hours
Source to Acquire,SA.06,SA Buyer Supervisor,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Source to Acquire,SA.06,SA Buyer Supervisor,2,202,LMS-1355,Umoja SRM Navigation,CBT,NV202,2,2 hours
Source to Acquire,SA.06,SA Buyer Supervisor,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Source to Acquire,SA.06,SA Buyer Supervisor,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Source to Acquire,SA.06,SA Buyer Supervisor,3,319,LMS-1325,Umoja Solicitations,ILT,SC319,21,3 days
Source to Acquire,SA.06,SA Buyer Supervisor,3,328,LMS-1328,Umoja Contract and PO Creation,ILT,SC328,21,3 days
Source to Acquire,SA.07a,"SA Approver (Shopping Carts - IC/Consultants Contracts, LVA, and all others)",1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Source to Acquire,SA.07a,"SA Approver (Shopping Carts - IC/Consultants Contracts, LVA, and all others)",1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Source to Acquire,SA.07a,"SA Approver (Shopping Carts - IC/Consultants Contracts, LVA, and all others)",1,110,LMS-1344,Umoja Requisitioning Overview,CBT,SC110,2,2 hours
Source to Acquire,SA.07a,"SA Approver (Shopping Carts - IC/Consultants Contracts, LVA, and all others)",1,111,LMS-1345,Umoja Procurement Overview,CBT,SC111,2,2 hours
Source to Acquire,SA.07a,"SA Approver (Shopping Carts - IC/Consultants Contracts, LVA, and all others)",1,121,LMS-1443,Umoja Requesting and Managing Services for Consultant and ICs Overview,CBT,SC121,2,2 hours
Source to Acquire,SA.07a,"SA Approver (Shopping Carts - IC/Consultants Contracts, LVA, and all others)",1,126,LMS-1929,Umoja Material Master Overview,CBT,MD126,2,2 hours
Source to Acquire,SA.07a,"SA Approver (Shopping Carts - IC/Consultants Contracts, LVA, and all others)",2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Source to Acquire,SA.07a,"SA Approver (Shopping Carts - IC/Consultants Contracts, LVA, and all others)",2,202,LMS-1355,Umoja SRM Navigation,CBT,NV202,2,2 hours
Source to Acquire,SA.07a,"SA Approver (Shopping Carts - IC/Consultants Contracts, LVA, and all others)",2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Source to Acquire,SA.07a,"SA Approver (Shopping Carts - IC/Consultants Contracts, LVA, and all others)",2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Source to Acquire,SA.07a,"SA Approver (Shopping Carts - IC/Consultants Contracts, LVA, and all others)",3,323,LMS-1487,Umoja Requisitioning and Procurement Approvals,CBT,SC323,3.5,.5 day
Source to Acquire,SA.07a,"SA Approver (Shopping Carts - IC/Consultants Contracts, LVA, and all others)",3,326,LMS-1327,Umoja Low Value Acquisitions,CBT,SC326,3.5,.5 day
Source to Acquire,SA.07a,"SA Approver (Shopping Carts - IC/Consultants Contracts, LVA, and all others)",3,341,LMS-1529,Umoja Requesting Services of Consultants and ICs Process,ILT,SC341,10.5,1.5 days
Source to Acquire,SA.07a,"SA Approver (Shopping Carts - IC/Consultants Contracts, LVA, and all others)",3,342,LMS-1570,Umoja Service Receipt Process,CBT,SC342,3.5,.5 day
Source to Acquire,SA.07b,"SA Approver (Solicitations, POs and Contracts)",1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Source to Acquire,SA.07b,"SA Approver (Solicitations, POs and Contracts)",1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Source to Acquire,SA.07b,"SA Approver (Solicitations, POs and Contracts)",1,110,LMS-1344,Umoja Requisitioning Overview,CBT,SC110,2,2 hours
Source to Acquire,SA.07b,"SA Approver (Solicitations, POs and Contracts)",1,111,LMS-1345,Umoja Procurement Overview,CBT,SC111,2,2 hours
Source to Acquire,SA.07b,"SA Approver (Solicitations, POs and Contracts)",1,121,LMS-1443,Umoja Requesting and Managing Services for Consultant and ICs Overview,CBT,SC121,2,2 hours
Source to Acquire,SA.07b,"SA Approver (Solicitations, POs and Contracts)",2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Source to Acquire,SA.07b,"SA Approver (Solicitations, POs and Contracts)",2,202,LMS-1355,Umoja SRM Navigation,CBT,NV202,2,2 hours
Source to Acquire,SA.07b,"SA Approver (Solicitations, POs and Contracts)",2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Source to Acquire,SA.07b,"SA Approver (Solicitations, POs and Contracts)",2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Source to Acquire,SA.07b,"SA Approver (Solicitations, POs and Contracts)",3,323,LMS-1487,Umoja Requisitioning and Procurement Approvals,CBT,SC323,3.5,.5 day
Source to Acquire,SA.07b,"SA Approver (Solicitations, POs and Contracts)",3,342,LMS-1570,Umoja Service Receipt Process,CBT,SC342,3.5,.5 day
Source to Acquire,SA.08,SA Low Value Acquisitioner,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Source to Acquire,SA.08,SA Low Value Acquisitioner,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Source to Acquire,SA.08,SA Low Value Acquisitioner,1,110,LMS-1344,Umoja Requisitioning Overview,CBT,SC110,2,2 hours
Source to Acquire,SA.08,SA Low Value Acquisitioner,1,126,LMS-1929,Umoja Material Master Overview,CBT,MD126,2,2 hours
Source to Acquire,SA.08,SA Low Value Acquisitioner,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Source to Acquire,SA.08,SA Low Value Acquisitioner,2,202,LMS-1355,Umoja SRM Navigation,CBT,NV202,2,2 hours
Source to Acquire,SA.08,SA Low Value Acquisitioner,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Source to Acquire,SA.08,SA Low Value Acquisitioner,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Source to Acquire,SA.08,SA Low Value Acquisitioner,3,326,LMS-1327,Umoja Low Value Acquisitions,CBT,SC326,3.5,.5 day
Source to Acquire,SA.09,SA Bid Floor Administrator,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Source to Acquire,SA.09,SA Bid Floor Administrator,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Source to Acquire,SA.09,SA Bid Floor Administrator,1,111,LMS-1345,Umoja Procurement Overview,CBT,SC111,2,2 hours
Source to Acquire,SA.09,SA Bid Floor Administrator,2,201,LMS-1354,Umoja ECC Navigation,CBT,NV201,4,4 hours
Source to Acquire,SA.09,SA Bid Floor Administrator,2,202,LMS-1355,Umoja SRM Navigation,CBT,NV202,2,2 hours
Source to Acquire,SA.09,SA Bid Floor Administrator,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Source to Acquire,SA.09,SA Bid Floor Administrator,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Services Delivery,SD.01,SD Notification User,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Services Delivery,SD.01,SD Notification User,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Services Delivery,SD.01,SD Notification User,1,119,LMS-1775,Umoja Property Management Overview,CBT,SC119,2,2 hours
Services Delivery,SD.01,SD Notification User,1,158,LMS-2175,Umoja Services Delivery Overview,CBT,SD158,2,2 hours
Services Delivery,SD.01,SD Notification User,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Services Delivery,SD.01,SD Notification User,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Services Delivery,SD.01,SD Notification User,3,401,LMS-2181,Umoja Distance Learning for Services Delivery and Property Management,VILT,SD401,9,"1 day, 2 hours"
Services Delivery,SD.02,SD Notification Approver,1,101,LMS-1335,Umoja Overview,CBT,NA101,1.5,1.5 hours
Services Delivery,SD.02,SD Notification Approver,1,102,LMS-1336,Umoja Master Data & Coding Block Overview,CBT,MD102,1.5,1.5 hours
Services Delivery,SD.02,SD Notification Approver,1,119,LMS-1775,Umoja Property Management Overview,CBT,SC119,2,2 hours
Services Delivery,SD.02,SD Notification Approver,1,158,LMS-2175,Umoja Services Delivery Overview,CBT,SD158,2,2 hours
Services Delivery,SD.02,SD Notification Approver,2,203,LMS-1356,Umoja BI Navigation,CBT,NV203,2,2 hours
Services Delivery,SD.02,SD Notification Approver,2,211,LMS-1714,Umoja Employee Self Service (ESS) Basic Navigation (highly recommended),CBT,NV211,2,2 hours
Services Delivery,SD.02,SD Notification Approver,3,401,LMS-2181,Umoja Distance Learning for Services Delivery and Property Management,VILT,SD401,9,"1 day, 2 hours"
